id,sentence,label
252,"recent interpretations of the dark knight finds additional motivation to use the batarang as a ranged attack alternative to firearms, which he rejects outright due to the circumstances of his parents' murder.",0
253,brakel in eastern westphalia also has an annafest with a fair.,0
254,the brave bishnoi lady amrita devi played a historical role in this incidence.10 dudi jats were martyrs in this saka.,0
255,"the cantref is thought to be the original unit, with the commotes being a later division.",0
256,"according to litvinsky, the initial huna or alxon raids on gandhara took place in the late 5th and early 6th centuries ad, upon the death of the gupta ruler, skandagupta (455-470), presumably led by the tegin khingila.",0
257,the majority of hunkpapa lakota now reside in the standing rock indian reservation of south and north dakota.,0
258,"when the left ventricle contracts to force blood into the aorta, the aorta expands.",0
259,"though herodotus was aware of the phoenician origins of aphrodite, linguistic attempts to derive the name aphrodite from semitic a̷��toret, via undocumented hittite transmission, remain inconclusive.",0
260,jewel  may mean  gemstone or jewellery.,1
261,"a gemstone or gem , also called a precious or semi-precious stone , is   a piece of attractive mineral , which - when cut and polished - is used to make jewelry or other adornments .",1
262,"in general ai parlance, an instance frame is a frame representing a particular individual, as opposed to a generic frame.",1
263,allah was not the sole divinity and the notion of the term may have been vague in the meccan religion.,0
264,"a survey of the station in 2006 by specialist railway engineers rated scruton station as a uniquely well preserved example of the type, now mostly lost in england.",0
265,"nitronium is a more potent electrophile than is nitrosonium, as anticipated by the fact that the former is derived from a strong acid (nitric acid) and the latter from a weak acid (nitrous acid).",0
266,an abjad is a type  of writing system in which each symbol stands for a consonant; the reader must supply the appropriate vowel.,1
267,"nottuln has bus lines that reach out to coesfeld, darup, and roxel with the r62/3; billerbeck and appelhuelsen with the t85; and muenster with the s60.",0
268,the cimbri were a celtic or germanic tribe who together with the teutones and the ambrones threatened the roman republic in the late 2nd century bc.,1
269,"according to legend, mambrino possessed a helmet of pure gold that rendered its wearer invulnerable.",0
270,"microtis unifolia seems to have three different groups in new zealand with different geographical ranges, habitats and flowering times.",0
271,the roosterfish has an unusual arrangement of its ears: the swim bladder penetrates the brain through the large foramina and makes contact with the inner ear.,0
272,he was born in prigrevica in 1972.,0
273,"the assembled warbands of the alamanni frequently crossed the limes, attacking germania superior and moving into the agri decumates.",0
274,construction of the cach facility began in november 1991 at the site previously occupied by the gm truck and bus manufacturing plant.,0
275,"an anemometer is a device for measuring wind speed, and is one instrument used in a weather station.",1
276,"an article in the fiji times pointed out that ""never before in the history of this nation has the attorney-general held a portfolio dealing with matters other than the law and the judiciary"", and criticised the decision.",0
277,"a trademark or trade mark (represented by the symbol ™ or ®) or mark  is  a distinctive sign or indicator of some kind which is used by an individual, business organization or other legal entity to identify uniquely the source of its products and/or services to consumers, and to distinguish its products or services from those of other entities.",1
278,"in greek mythology , heracles or herakles was a divine hero , the son of zeus and alcmene , nephew of amphitryon and great-grandson ( and half-brother ) of perseus .",1
279,crochet (/kroʊˈʃeɪ/)) is  a process of creating fabric from yarn or thread using a crochet hook.,1
280,the z-factor predicts if useful data could be expected if the assay were scaled up to millions of samples.,0
281,saigon is currently signed to just blaze's fort knocks entertainment record label and is awaiting the release of his highly anticipated major label debut entitled the greatest story never told.,0
282,"thomas kleine, german footballer, was born in wermelskirchen in 1977.",0
283,this was done to erase the problem of having some of the most useful software on the edubuntu add-on cd.,0
